Date,Amount,Currency
2008-05-05,0.00633,TRY
2008-05-07,0.26761,TRY
2009-05-04,0.00863,TRY
2010-05-03,0.01328,TRY
2011-05-05,0.01333,TRY
2012-05-14,0.01005,TRY
2013-05-06,0.01335,TRY
2014-03-28,0.01633,TRY
2015-03-26,0.03133,TRY
2016-03-28,0.024,TRY
2017-03-28,0.03001,TRY
2018-03-28,0.07333,TRY
2019-03-27,0.06,TRY
2020-03-24,0.09333,TRY
2021-03-31,0.23667,TRY
2022-05-24,0.26667,TRY
2023-05-26,0.50333,TRY
2024-05-29,1.06667,TRY
