Date,Amount,Currency
2000-06-12,0.07,GBP
2001-06-20,0.08,GBP
2002-06-19,0.09,GBP
2003-02-04,0.0075,GBP
2003-07-09,0.16,GBP
2004-06-16,0.125,GBP
2005-06-15,0.11,GBP
2006-06-28,0.02,GBP
2007-07-18,0.12,GBP
2008-06-11,0.13,GBP
2009-06-03,0.14,GBP
2010-06-02,0.075,GBP
2011-06-01,0.03,GBP
2012-06-06,0.0275,GBP
2013-06-05,0.16,GBP
2014-06-04,0.16,GBP
2015-06-04,0.2,GBP
2016-06-09,0.2,GBP
2017-06-08,0.2,GBP
2018-06-14,0.21,GBP
2019-06-13,0.35,GBP
2020-06-04,0.42,GBP
2021-06-10,0.45,GBP
2022-06-09,0.46,GBP
2023-06-01,0.6,GBP
2024-02-01,0.11,GBP
2024-06-06,0.78,GBP
