Date,Amount,Currency
2000-01-10,3.1,GBP
2000-07-24,0.10157,GBP
2001-01-08,0.03731,GBP
2001-08-01,0.11711,GBP
2002-01-16,0.04146,GBP
2002-07-31,0.12955,GBP
2003-01-15,0.04975,GBP
2003-08-06,14.4,GBP
2004-01-14,0.06011,GBP
2004-08-10,0.171,GBP
2004-08-11,0.0718,GBP
2013-03-20,15,GBP
2013-08-28,59,GBP
2013-12-18,90,GBP
2014-08-20,90,GBP
2014-12-18,0.93274,GBP
2015-08-13,0.93274,GBP
2015-12-17,1.03638,GBP
2016-08-11,100,GBP
2017-03-02,0.88341,GBP
2017-08-24,51.76,GBP
2018-03-01,56.75,GBP
2018-08-23,33.3,GBP
2018-12-20,0.07379,GBP
2019-08-22,0.2081,GBP
2020-03-19,99.32,GBP
2020-08-20,107,GBP
2021-03-04,9.13,GBP
2021-09-06,3.71,GBP
2022-08-18,21.25,GBP
2023-03-02,69.44,GBP
2023-08-17,59.3,GBP
2024-03-07,0.342,GBP
2024-06-27,0.342,GBP
2024-09-09,1.8033,GBP
2025-03-06,0.33,GBP
