Date,Split
2000-03-15,10000.000000/10437.000000
2001-06-01,10000.000000/10063.000000
2002-07-24,10000.000000/10144.000000
2009-09-17,10000.000000/10185.000000
2014-03-06,1000.000000/1008.000000
