Date,Split
2007-08-16,1.000000/2.000000
2011-08-09,11.000000/14.000000
2014-02-10,11.000000/13.000000
2015-02-23,13.000000/14.000000
2016-01-28,7.000000/48.000000
2021-08-31,9.000000/10.000000
2023-04-20,1.000000/3.000000
