Date,Split
2000-04-26,2.000000/1.000000
2004-03-30,2.000000/1.000000
2007-04-02,2.000000/1.000000
2014-10-10,2.000000/1.000000
2021-03-05,2.000000/1.000000
2024-06-12,2.000000/1.000000
