Date,Split
2005-10-07,5.000000/1.000000
2007-10-09,2.000000/1.000000
2008-06-10,5.000000/4.000000
2013-05-21,11.000000/10.000000
2014-06-06,11.000000/10.000000
2016-10-18,110.000000/100.000000
2018-11-28,3.000000/2.000000
2021-10-04,1213.000000/1000.000000
2025-03-19,11.000000/10.000000
