Date,Split
2004-06-02,3.000000/2.000000
2006-04-28,3.000000/2.000000
2007-06-04,3.000000/2.000000
2012-05-01,1000000.000000/890149.000000
2013-04-15,1033.000000/1000.000000
2015-05-13,3.000000/2.000000
2016-06-20,1016.000000/1000.000000
2020-04-02,3.000000/2.000000
