Date,Split
2000-06-27,2.000000/1.000000
2001-09-17,2.000000/1.000000
2006-04-07,2.000000/1.000000
2007-09-11,3.000000/2.000000
2021-07-20,4.000000/1.000000
2024-06-10,10.000000/1.000000
