Date,Split
2000-05-15,128.000000/100.000000
2001-06-26,140.000000/100.000000
2002-06-19,11.000000/10.000000
2003-07-07,108.000000/100.000000
2004-06-14,114.000000/100.000000
2005-06-13,105.000000/100.000000
2006-06-20,103.000000/100.000000
2009-07-15,1005.000000/1000.000000
