Date,Split
2003-06-17,3.000000/2.000000
2004-05-21,3.000000/2.000000
2005-12-01,3.000000/2.000000
2010-08-24,3.000000/2.000000
2012-09-10,3.000000/2.000000
2020-03-25,3.000000/2.000000
2024-03-28,2.000000/1.000000
