Date,Split
2000-01-25,2.000000/1.000000
2002-01-22,3.000000/2.000000
2012-03-29,2.000000/1.000000
2017-04-11,2.000000/1.000000
2022-11-04,2.000000/1.000000
2023-08-22,2.000000/1.000000
