Date,Amount,Currency
2000-03-17,0.04,USD
2000-06-16,0.04,USD
2000-09-15,0.04,USD
2000-11-29,0.04,USD
2001-03-16,0.04,USD
2001-06-15,0.04,USD
2001-09-14,0.04,USD
2001-11-29,0.04,USD
2002-03-18,0.04,USD
2002-06-18,0.04,USD
2002-09-18,0.04,USD
2002-12-02,0.04,USD
2003-03-18,0.04,USD
2003-06-18,0.04,USD
2003-09-17,0.04,USD
2003-12-03,0.04,USD
2004-03-17,0.04,USD
2004-06-16,0.04,USD
2004-09-16,0.04,USD
2004-12-01,0.04,USD
2005-03-16,0.04,USD
2005-06-15,0.04,USD
2005-09-15,0.04,USD
2005-11-30,0.04,USD
2006-03-15,0.06,USD
2006-06-14,0.06,USD
2006-09-13,0.06,USD
2006-11-29,0.06,USD
2007-03-14,0.06,USD
2007-06-13,0.06,USD
2007-09-12,0.06,USD
2007-11-28,0.06,USD
2008-03-12,0.07,USD
2008-06-11,0.07,USD
2008-09-10,0.07,USD
2008-11-25,0.07,USD
2009-03-11,0.07,USD
2009-06-10,0.07,USD
2009-09-09,0.08,USD
2009-11-24,0.08,USD
2010-03-10,0.09,USD
2010-06-09,0.09,USD
2010-09-08,0.09,USD
2010-10-04,10,USD
2010-11-23,0.12,USD
2011-03-09,0.12,USD
2011-06-08,0.13,USD
2011-09-07,0.13,USD
2011-11-22,0.13,USD
2012-03-07,0.16,USD
2012-06-06,0.16,USD
2012-09-05,0.16,USD
2012-11-20,0.16,USD
2013-03-06,0.2,USD
2013-06-05,0.2,USD
2013-09-04,0.2,USD
2013-11-20,0.2,USD
2014-03-05,0.25,USD
2014-06-04,0.25,USD
2014-09-03,0.25,USD
2014-11-19,0.25,USD
2015-03-04,0.28,USD
2015-06-03,0.28,USD
2015-09-02,0.28,USD
2015-11-18,0.28,USD
2016-03-02,0.3,USD
2016-05-16,0.3,USD
2016-05-31,14.5,USD
2016-09-30,0.191,USD
2016-12-27,0.18,USD
2017-04-06,0.23,USD
2017-05-18,0.23,USD
2017-08-24,0.25,USD
2017-11-17,0.24,USD
2018-02-26,0.32,USD
2018-05-11,0.31,USD
2018-08-21,0.3,USD
2018-11-08,0.32,USD
2019-05-23,0.69,USD
2019-11-18,0.69,USD
2020-11-16,1,USD
2021-11-18,1.62,USD
2022-05-12,0.59,USD
2022-11-17,1.11,USD
2023-05-11,0.74,USD
2023-11-16,1.23,USD
2024-05-09,0.79,USD
2024-11-15,1.34,USD
