Date,Split
2000-06-07,2.000000/1.000000
2001-07-06,8.000000/5.000000
2002-11-12,51.000000/50.000000
2003-06-23,972.000000/661.000000
2004-06-07,5.000000/4.000000
2005-01-01,1.000000/1000.000000
2005-07-01,6.000000/5.000000
2006-06-08,6375.000000/5216.000000
2007-06-28,5.000000/4.000000
2010-04-16,4.000000/3.000000
2019-01-03,605.000000/519.000000
