Date,Split
2000-05-31,5.000000/2.000000
2001-06-22,833.000000/500.000000
2002-05-31,8.000000/5.000000
2002-07-01,53.000000/50.000000
2004-05-26,5.000000/4.000000
2005-01-01,1.000000/1000.000000
2005-06-08,3.000000/2.000000
2006-05-29,13145.000000/9859.000000
2007-06-13,11.000000/8.000000
2008-06-10,3099.000000/2435.000000
2009-07-01,17.000000/14.000000
2010-06-18,50553.000000/42970.000000
