Date,Split
2000-10-16,31.000000/22.000000
2001-07-17,5125.000000/2599.000000
2002-11-19,27.000000/20.000000
2003-08-20,26.000000/25.000000
2004-06-25,5.000000/4.000000
2005-01-01,1.000000/1000.000000
2006-11-02,51.000000/25.000000
2009-01-12,49.000000/30.000000
