Date,Split
2000-05-15,1177.000000/593.000000
2001-05-15,452.000000/315.000000
2003-12-29,44.000000/25.000000
2004-08-13,23.000000/20.000000
2005-01-01,1.000000/1000.000000
2005-07-22,6.000000/5.000000
2006-11-03,188394.000000/134567.000000
2009-06-11,1449.000000/1297.000000
2010-02-24,320.000000/219.000000
2022-06-14,20.000000/9.000000
2024-02-27,5.000000/2.000000
