Date,Split
2003-03-24,5.000000/1.000000
2003-12-18,5.000000/2.000000
2005-01-01,1.000000/1000.000000
2005-06-10,6.000000/5.000000
2016-07-18,1209.000000/982.000000
2016-10-18,663.000000/482.000000
2017-04-24,125.000000/111.000000
2018-05-15,22.000000/15.000000
2019-04-30,166.000000/121.000000
2021-04-27,112.000000/83.000000
2022-05-05,2.000000/1.000000
2023-05-23,23.000000/10.000000
2024-08-12,8.000000/1.000000
