Date,Split
2002-05-31,5.000000/4.000000
2003-05-26,5.000000/4.000000
2005-01-03,1.000000/1000.000000
2006-11-01,405.060000/100.000000
2009-06-30,1.681754/1.000000
2020-02-12,175.000000/100.000000
2024-07-24,1200.000000/100.000000
