Date,Split
2000-06-28,3.000000/1.000000
2002-12-16,244855.000000/40809.000000
2004-01-16,5.000000/2.000000
2005-01-01,1.000000/1000.000000
2006-05-08,23.000000/20.000000
2007-11-09,3231.000000/3199.000000
