Date,Split
2000-05-31,500.000000/239.000000
2001-05-30,3.000000/2.000000
2005-01-01,1.000000/1000.000000
2006-04-27,2521.000000/1000.000000
2007-05-21,477.000000/476.000000
2008-07-18,690.000000/601.000000
2018-06-06,1617.000000/1042.000000
