Date,Split
2004-05-04,3513.000000/793.000000
2005-01-01,1.000000/1000.000000
2005-07-27,8653.000000/3253.000000
2009-06-25,139.000000/87.000000
2013-07-04,856.000000/713.000000
2014-09-03,228.000000/211.000000
