Date,Split
2000-05-31,2.000000/1.000000
2001-05-07,4.000000/3.000000
2002-05-08,2.000000/1.000000
2003-06-04,49637.000000/41364.000000
2004-01-19,1213.000000/422.000000
2005-01-01,1.000000/1000.000000
2005-03-04,1270.000000/1003.000000
2005-08-15,2921.000000/2600.000000
2006-06-01,98163.000000/89239.000000
2007-06-08,707.000000/537.000000
2008-05-22,23.000000/20.000000
2009-06-18,6.000000/5.000000
2012-06-08,21.000000/20.000000
