Date,Split
2003-06-02,4.000000/1.000000
2005-01-01,1.000000/1000.000000
2006-05-15,1438.000000/841.000000
2007-03-09,145.000000/108.000000
2009-08-07,201.000000/184.000000
2011-09-13,238.000000/229.000000
2013-07-16,1403.000000/1293.000000
2016-10-13,405.000000/398.000000
2019-11-14,127.000000/118.000000
