Date,Split
2000-06-09,3.000000/2.000000
2001-05-31,3.000000/2.000000
2002-05-31,8.000000/5.000000
2003-05-28,241365.000000/87769.000000
2005-01-01,1.000000/1000.000000
2009-05-04,673.000000/503.000000
