Date,Split
2000-03-29,3105.000000/896.000000
2001-02-09,934.000000/707.000000
2002-05-06,4.000000/3.000000
2003-02-24,5.000000/4.000000
2004-04-19,6.000000/5.000000
2005-01-01,1.000000/1000.000000
2006-04-24,3.000000/2.000000
2009-06-29,19.000000/18.000000
