Date,Split
2002-12-19,8.000000/1.000000
2004-08-31,638.000000/625.000000
2005-01-01,1.000000/1000.000000
2005-06-24,1025.000000/989.000000
2009-09-18,2891.000000/1172.000000
2012-05-15,1169.000000/990.000000
2015-11-09,243.000000/212.000000
2017-01-30,568.000000/463.000000
2021-08-11,885.000000/808.000000
2023-06-15,474.000000/287.000000
