Date,Split
2000-07-31,315.000000/272.000000
2001-03-21,73.000000/43.000000
2002-04-18,18.000000/17.000000
2004-04-20,67.000000/50.000000
2005-01-01,1.000000/1000.000000
2007-04-04,1081.000000/1024.000000
2011-01-17,91.000000/171.000000
