Date,Split
2000-03-24,267.000000/91.000000
2000-12-15,13.000000/12.000000
2005-01-01,1.000000/1000.000000
2009-06-25,5.000000/1.000000
2010-06-04,8.000000/7.000000
2011-07-11,6.000000/5.000000
2013-06-26,23.000000/20.000000
