Date,Split
2004-06-14,900.000000/100.000000
2005-01-03,1.000000/1000.000000
2007-05-29,173.000000/100.000000
2008-05-28,136.110000/100.000000
2009-10-27,1.392700/1.000000
2011-03-15,134.375000/100.000000
2012-04-30,143.721000/100.000000
2013-04-12,113.269000/100.000000
2024-11-27,200.000000/100.000000
