Date,Split
2001-06-04,98163.000000/89239.000000
2001-07-23,1708.000000/989.000000
2004-07-30,1106.000000/375.000000
2005-01-01,1.000000/1000.000000
2005-05-31,2361.000000/1877.000000
2006-06-12,593.000000/500.000000
