Date,Split
2000-05-29,3.000000/2.000000
2001-08-15,195077.000000/108376.000000
2002-05-31,8.000000/5.000000
2004-05-27,2592.000000/1493.000000
2005-01-01,1.000000/1000.000000
2007-06-25,2.000000/1.000000
2016-11-01,45.000000/41.000000
2019-07-17,46.000000/43.000000
2024-08-06,7615.000000/1769.000000
