Date,Split
2000-11-21,125.000000/77.000000
2001-07-24,188394.000000/134567.000000
2005-01-01,1.000000/1000.000000
2005-03-01,6628.000000/4507.000000
2007-08-29,832.000000/315.000000
2009-06-08,215.000000/197.000000
2010-06-25,3.000000/2.000000
2011-06-30,13145.000000/9859.000000
2014-06-09,513.000000/481.000000
2015-02-27,665.000000/636.000000
2020-11-09,155.000000/129.000000
2024-06-13,985.000000/789.000000
