Date,Split
2001-06-07,6.000000/5.000000
2005-01-01,1.000000/1000.000000
2006-06-26,11.000000/1.000000
2007-12-26,1105.000000/1044.000000
2009-07-03,1207.000000/1166.000000
2018-09-14,1859.000000/955.000000
