Date,Split
2001-02-20,5.000000/2.000000
2002-10-14,2.000000/1.000000
2002-12-27,13885.000000/10414.000000
2004-06-17,8318.000000/7233.000000
2005-01-01,1.000000/1000.000000
2009-06-05,11.000000/10.000000
2012-07-05,505.000000/477.000000
2013-06-27,16.000000/15.000000
2018-06-20,9.000000/4.000000
2025-01-14,31.000000/1.000000
