Date,Split
2000-06-08,486.000000/371.000000
2001-05-24,1533.000000/1027.000000
2002-05-10,7977.000000/5029.000000
2003-04-28,14169.000000/10184.000000
2004-05-27,577.000000/374.000000
2005-01-01,1.000000/1000.000000
2005-12-09,473.000000/398.000000
2022-08-22,9.000000/5.000000
2023-07-11,3.000000/1.000000
2025-02-04,1571.000000/514.000000
