Date,Split
2000-06-01,2149.000000/1247.000000
2001-05-08,1173.000000/970.000000
2001-11-28,113.000000/100.000000
2004-10-20,519.000000/509.000000
2005-01-01,1.000000/1000.000000
2005-03-01,3.000000/1.000000
2010-12-03,817.000000/1323.000000
2011-04-18,308.000000/251.000000
