Date,Split
2001-07-16,1976.000000/685.000000
2002-09-09,721.000000/683.000000
2003-07-02,1491.000000/1436.000000
2004-10-04,2197.000000/1505.000000
2005-01-01,1.000000/1000.000000
2005-07-11,7.000000/4.000000
2008-06-09,56.000000/33.000000
