Date,Split
2000-03-06,6.000000/1.000000
2001-08-13,3.000000/1.000000
2001-09-03,2051.000000/2050.000000
2003-10-13,2.000000/1.000000
2004-08-23,479156.000000/319437.000000
2005-01-01,1.000000/1000.000000
2008-01-04,195077.000000/108376.000000
