Date,Split
2004-06-17,5.000000/1.000000
2005-01-01,1.000000/1000.000000
2009-05-25,188394.000000/134567.000000
2017-08-14,463.000000/277.000000
2018-08-14,310.000000/289.000000
2024-12-10,1644.000000/431.000000
